nces_id,school_name,state,county_fips,composite_score,education_score,health_score,environment_score,safety_score,category,national_rank,state_rank,score_change_1y,updated_at
190012515,Westside Elementary School,IA,19001,83.9,93.7,71.8,64.6,91.9,thriving,47,2,-0.3,2026-03-29T21:12:38.028607
040021040,Central Middle School,AZ,04002,83.3,79.6,73.4,84.5,81.2,thriving,48,1,5.2,2026-03-29T21:12:38.028607
330016558,Pine High School,NH,33001,83.2,80.1,88.9,97.0,71.5,thriving,49,4,0.0,2026-03-29T21:12:38.028607
440031401,Central High School,RI,44003,83.2,84.8,79.0,79.5,79.0,thriving,50,1,-1.1,2026-03-29T21:12:38.028607
170028353,Lakeview Magnet School,IL,17002,82.5,72.8,77.5,89.6,92.0,thriving,51,1,3.7,2026-03-29T21:12:38.028607
270016623,Lakeview Charter School,MN,27001,82.3,91.0,96.5,77.6,88.0,thriving,52,2,2.9,2026-03-29T21:12:38.028607
310012694,Adams Elementary,NE,31001,82.3,91.3,87.1,80.1,93.8,thriving,53,2,4.5,2026-03-29T21:12:38.028607
250041719,Roosevelt Academy,MA,25004,82.2,100.0,58.3,68.2,78.2,thriving,54,2,-5.4,2026-03-29T21:12:38.028607
160021067,Twain Elementary School,ID,16002,81.7,84.1,76.3,78.0,83.7,thriving,55,3,3.4,2026-03-29T21:12:38.028607
410039978,Pioneer Charter School,OR,41003,81.6,100.0,62.9,83.6,84.3,thriving,56,2,0.7,2026-03-29T21:12:38.028607
510049287,Jackson Middle School,VA,51004,81.6,75.3,85.8,76.7,73.4,thriving,57,4,-0.2,2026-03-29T21:12:38.028607
270044156,Freedom Magnet School,MN,27004,81.5,83.7,85.0,84.7,89.3,thriving,58,3,3.5,2026-03-29T21:12:38.028607
390026358,Achievement Primary School,OH,39002,81.5,78.7,63.0,79.3,83.5,thriving,59,2,-1.1,2026-03-29T21:12:38.028607
410039669,Washington Elementary School,OR,41003,81.3,62.0,85.6,94.0,83.7,thriving,60,3,2.9,2026-03-29T21:12:38.028607
020043838,Sunset High School,AK,02004,81.2,62.7,73.6,82.7,73.5,thriving,61,1,3.7,2026-03-29T21:12:38.028607
480046356,Harmony Charter School,TX,48004,81.2,92.5,78.7,84.5,87.3,thriving,62,1,4.0,2026-03-29T21:12:38.028607
050017164,Centennial Preparatory School,AR,05001,81.1,93.5,89.8,75.5,78.7,thriving,63,1,-3.4,2026-03-29T21:12:38.028607
450018348,Monroe Middle School,SC,45001,81.1,87.4,80.6,84.7,82.3,thriving,64,1,3.2,2026-03-29T21:12:38.028607
020048037,Lakeview Elementary School,AK,02004,81.0,93.1,83.5,89.4,75.0,thriving,65,2,1.1,2026-03-29T21:12:38.028607
270015593,Edison Preparatory School,MN,27001,80.7,88.9,95.8,66.7,81.8,thriving,66,4,-5.1,2026-03-29T21:12:38.028607
260023644,Washington Middle School,MI,26002,80.6,69.6,84.9,89.8,77.2,thriving,67,2,-4.1,2026-03-29T21:12:38.028607
330036666,Roosevelt Charter School,NH,33003,80.6,83.2,73.3,73.8,75.4,thriving,68,5,7.7,2026-03-29T21:12:38.028607
420036341,Pleasant Charter School,PA,42003,80.5,75.3,81.5,73.1,65.0,thriving,69,3,2.1,2026-03-29T21:12:38.028607
050028404,Twain Elementary,AR,05002,80.4,85.2,77.4,84.9,80.5,thriving,70,2,4.1,2026-03-29T21:12:38.028607
420014653,Roosevelt Middle School,PA,42001,80.4,76.0,76.6,74.4,76.8,thriving,71,4,8.0,2026-03-29T21:12:38.028607
510029656,Maple Academy,VA,51002,80.3,75.5,92.7,99.4,75.6,thriving,72,5,2.7,2026-03-29T21:12:38.028607
360019557,Valley Charter School,NY,36001,80.2,90.0,82.9,85.5,85.2,thriving,73,2,-2.2,2026-03-29T21:12:38.028607
170033438,Fairview Elementary School,IL,17003,80.1,80.4,80.6,70.9,69.5,thriving,74,2,4.0,2026-03-29T21:12:38.028607
240025939,Hillcrest Charter School,MD,24002,80.0,89.5,80.5,93.1,79.4,thriving,75,3,-0.2,2026-03-29T21:12:38.028607
220037799,Southfield Academy,LA,22003,79.8,69.2,90.3,77.5,71.8,thriving,76,1,-8.4,2026-03-29T21:12:38.028607
180023617,Pleasant Elementary School,IN,18002,79.3,83.7,83.9,77.8,81.3,thriving,77,1,-4.2,2026-03-29T21:12:38.028607
350012965,Cedar Charter School,NM,35001,79.3,75.7,78.0,73.9,83.5,thriving,78,1,1.4,2026-03-29T21:12:38.028607
200046143,Highland Preparatory School,KS,20004,79.1,73.5,81.2,83.5,77.3,thriving,79,1,-9.0,2026-03-29T21:12:38.028607
500042532,Whitman Preparatory School,VT,50004,79.1,92.7,76.7,76.4,84.2,thriving,80,2,3.8,2026-03-29T21:12:38.028607
530011778,Willow Magnet School,WA,53001,79.1,78.5,86.6,93.2,76.1,thriving,81,3,-5.1,2026-03-29T21:12:38.028607
270033110,Meadow Academy,MN,27003,78.9,77.4,69.6,88.4,61.8,thriving,82,5,4.8,2026-03-29T21:12:38.028607
340016259,Pioneer Preparatory School,NJ,34001,78.9,76.5,81.8,74.7,96.5,thriving,83,4,3.7,2026-03-29T21:12:38.028607
560036615,Freedom Elementary School,WY,56003,78.8,84.1,64.8,100.0,81.4,thriving,84,2,-2.7,2026-03-29T21:12:38.028607
190042581,Achievement Middle School,IA,19004,78.6,59.0,86.4,77.0,83.6,thriving,85,3,4.3,2026-03-29T21:12:38.028607
210045635,Westside Elementary School,KY,21004,78.5,88.9,86.6,92.9,75.6,thriving,86,2,6.8,2026-03-29T21:12:38.028607
530043247,Northview Elementary School,WA,53004,78.5,77.1,80.9,78.1,78.8,thriving,87,4,-0.5,2026-03-29T21:12:38.028607
310018030,Madison Charter School,NE,31001,78.3,88.8,63.2,79.0,81.6,thriving,88,3,-7.2,2026-03-29T21:12:38.028607
220049527,Sunrise Preparatory School,LA,22004,78.1,81.2,70.9,75.4,80.1,thriving,89,2,-6.1,2026-03-29T21:12:38.028607
240035909,Oakwood Magnet School,MD,24003,78.0,71.1,73.1,69.6,80.1,thriving,90,4,4.8,2026-03-29T21:12:38.028607
370032253,Westside Magnet School,NC,37003,77.9,70.6,75.0,79.8,83.8,thriving,91,1,-0.6,2026-03-29T21:12:38.028607
550038201,Adams Elementary,WI,55003,77.9,71.3,100.0,74.2,84.2,thriving,92,2,-1.3,2026-03-29T21:12:38.028607
340043895,Willow Junior High School,NJ,34004,77.8,69.9,82.7,71.0,74.7,thriving,93,5,3.4,2026-03-29T21:12:38.028607
170041604,Harmony High School,IL,17004,77.6,78.8,91.9,69.1,86.6,thriving,94,3,3.5,2026-03-29T21:12:38.028607
350032679,Willow Charter School,NM,35003,77.0,80.5,79.8,70.0,65.0,thriving,95,2,4.6,2026-03-29T21:12:38.028607
080019524,Highland Primary School,CO,08001,76.8,95.5,76.5,76.1,80.5,thriving,96,2,11.7,2026-03-29T21:12:38.028607
170036759,Edison Preparatory School,IL,17003,76.7,72.4,74.4,73.3,79.3,thriving,97,4,-1.4,2026-03-29T21:12:38.028607
090023906,Heritage Middle School,CT,09002,76.5,86.2,75.2,85.6,75.3,thriving,98,3,-1.9,2026-03-29T21:12:38.028607
380017697,Lincoln Magnet School,ND,38001,76.5,78.4,77.9,68.8,71.3,thriving,99,2,0.1,2026-03-29T21:12:38.028607
040023139,Meadow Elementary,AZ,04002,76.4,90.3,75.1,77.6,81.6,thriving,100,2,-0.4,2026-03-29T21:12:38.028607
320048643,Oakwood Charter School,NV,32004,76.4,66.7,67.0,73.2,64.0,thriving,101,1,-5.6,2026-03-29T21:12:38.028607
560013287,Franklin Middle School,WY,56001,76.4,80.0,80.7,78.4,69.2,thriving,102,3,5.8,2026-03-29T21:12:38.028607
330041750,Excellence Elementary School,NH,33004,76.3,78.8,71.1,71.7,73.4,thriving,103,6,5.6,2026-03-29T21:12:38.028607
220035382,Autumn High School,LA,22003,76.1,72.2,92.4,74.6,63.9,thriving,104,3,-4.7,2026-03-29T21:12:38.028607
320026002,Centennial Academy,NV,32002,76.0,72.6,73.2,77.8,92.3,thriving,105,2,-1.0,2026-03-29T21:12:38.028607
160017782,Brookside Elementary School,ID,16001,75.9,77.4,63.9,94.3,76.7,thriving,106,4,-1.1,2026-03-29T21:12:38.028607
320023797,Heritage Elementary School,NV,32002,75.9,87.6,47.1,65.6,80.9,thriving,107,3,-3.9,2026-03-29T21:12:38.028607
540029391,Sunset Middle School,WV,54002,75.9,72.0,89.2,79.9,91.2,thriving,108,1,5.2,2026-03-29T21:12:38.028607
040013281,Achievement Academy,AZ,04001,75.8,100.0,71.4,88.1,85.0,thriving,109,3,-1.1,2026-03-29T21:12:38.028607
410044387,Meadow Junior High School,OR,41004,75.4,67.1,82.1,72.3,78.9,thriving,110,4,3.9,2026-03-29T21:12:38.028607
040023161,Spring Preparatory School,AZ,04002,75.3,79.7,71.7,61.3,72.1,thriving,111,4,1.1,2026-03-29T21:12:38.028607
340045726,Greenfield Preparatory School,NJ,34004,75.2,61.0,95.5,79.5,84.9,thriving,112,6,-0.9,2026-03-29T21:12:38.028607
450031366,Twain Elementary School,SC,45003,75.1,67.1,73.1,74.1,83.4,thriving,113,2,-1.6,2026-03-29T21:12:38.028607
220038251,Jackson Elementary School,LA,22003,75.0,81.4,66.3,65.1,77.3,moderate,114,4,-0.5,2026-03-29T21:12:38.028607
510034950,Valley Middle School,VA,51003,74.9,77.3,77.8,76.6,86.4,moderate,115,6,3.6,2026-03-29T21:12:38.028607
090046131,Emerson Academy,CT,09004,74.8,67.1,68.4,81.8,70.1,moderate,116,4,-0.5,2026-03-29T21:12:38.028607
200029301,Franklin Charter School,KS,20002,74.8,79.8,80.4,82.0,78.7,moderate,117,2,-4.6,2026-03-29T21:12:38.028607
500015633,Whitman Academy,VT,50001,74.8,72.5,69.1,65.1,74.4,moderate,118,3,0.2,2026-03-29T21:12:38.028607
350012453,Magnolia Academy,NM,35001,74.7,78.4,63.0,67.4,75.4,moderate,119,3,4.0,2026-03-29T21:12:38.028607
240016181,Washington Charter School,MD,24001,74.6,73.2,80.4,78.7,78.2,moderate,120,5,3.3,2026-03-29T21:12:38.028607
250039985,Pleasant Academy,MA,25003,74.5,62.9,75.8,79.7,74.3,moderate,121,3,-2.1,2026-03-29T21:12:38.028607
530017893,Innovation Junior High School,WA,53001,74.4,80.9,84.1,87.9,64.4,moderate,122,5,-2.4,2026-03-29T21:12:38.028607
270023418,Lakeview Charter School,MN,27002,74.3,82.4,67.6,83.4,81.9,moderate,123,6,5.4,2026-03-29T21:12:38.028607
350026401,Madison Junior High School,NM,35002,74.3,65.3,59.5,71.0,66.7,moderate,124,4,-0.1,2026-03-29T21:12:38.028607
250048010,Adams Academy,MA,25004,74.0,74.6,75.8,88.0,72.0,moderate,125,4,5.8,2026-03-29T21:12:38.028607
420015284,Kennedy Middle School,PA,42001,74.0,73.7,78.6,79.1,76.5,moderate,126,5,-1.9,2026-03-29T21:12:38.028607
460043281,Excellence Preparatory School,SD,46004,74.0,84.7,71.0,81.5,64.7,moderate,127,1,-3.0,2026-03-29T21:12:38.028607
240041599,Wilson Academy,MD,24004,73.9,65.6,81.8,71.5,69.9,moderate,128,6,-0.4,2026-03-29T21:12:38.028607
500036717,Brookside Magnet School,VT,50003,73.7,74.8,75.5,79.4,72.7,moderate,129,4,-6.2,2026-03-29T21:12:38.028607
200047928,Wilson High School,KS,20004,73.6,77.8,71.0,70.4,64.8,moderate,130,3,-1.0,2026-03-29T21:12:38.028607
410036656,Kennedy High School,OR,41003,73.6,88.4,75.3,75.0,54.0,moderate,131,5,-2.1,2026-03-29T21:12:38.028607
500043215,Franklin Primary School,VT,50004,73.6,63.9,83.7,79.6,82.1,moderate,132,5,2.7,2026-03-29T21:12:38.028607
530046206,Madison Elementary,WA,53004,73.6,65.7,67.9,85.9,72.9,moderate,133,6,-2.1,2026-03-29T21:12:38.028607
130031916,Greenfield Magnet School,GA,13003,73.4,67.3,70.2,72.2,66.5,moderate,134,1,-0.2,2026-03-29T21:12:38.028607
460039594,Pleasant Preparatory School,SD,46003,73.4,59.6,76.7,83.9,69.8,moderate,135,2,0.5,2026-03-29T21:12:38.028607
180038114,Valley Academy,IN,18003,73.3,75.8,54.5,76.3,77.1,moderate,136,2,-3.7,2026-03-29T21:12:38.028607
220014458,Hamilton Middle School,LA,22001,73.3,74.5,62.4,76.6,66.0,moderate,137,5,-5.2,2026-03-29T21:12:38.028607
390037384,Spring Elementary,OH,39003,73.3,74.0,79.5,82.1,83.8,moderate,138,3,1.6,2026-03-29T21:12:38.028607
450035379,Lincoln Preparatory School,SC,45003,73.3,59.7,49.6,83.1,67.5,moderate,139,3,0.5,2026-03-29T21:12:38.028607
530037978,Kennedy High School,WA,53003,73.3,58.9,67.8,77.4,61.6,moderate,140,7,-3.3,2026-03-29T21:12:38.028607
150016901,Central Middle School,HI,15001,73.2,66.6,68.6,72.0,79.8,moderate,141,1,10.2,2026-03-29T21:12:38.028607
160014812,Freedom Preparatory School,ID,16001,73.2,37.9,64.5,78.4,62.6,moderate,142,5,-1.8,2026-03-29T21:12:38.028607
190034622,Pioneer Academy,IA,19003,73.2,67.9,68.6,82.1,80.1,moderate,143,4,-7.4,2026-03-29T21:12:38.028607
190044962,Willow Junior High School,IA,19004,73.2,66.0,76.7,73.5,75.3,moderate,144,5,4.9,2026-03-29T21:12:38.028607
260046514,Southfield Magnet School,MI,26004,73.2,60.3,92.5,74.6,60.9,moderate,145,3,4.7,2026-03-29T21:12:38.028607
210014677,Lincoln Elementary School,KY,21001,73.1,77.4,67.5,71.1,77.8,moderate,146,3,-0.3,2026-03-29T21:12:38.028607
210022468,Westside Primary School,KY,21002,73.0,59.3,71.7,53.5,69.7,moderate,147,4,8.3,2026-03-29T21:12:38.028607
250026084,Valley Academy,MA,25002,72.8,60.7,72.0,81.9,64.4,moderate,148,5,-1.7,2026-03-29T21:12:38.028607
150038201,Riverside Preparatory School,HI,15003,72.7,66.3,69.0,70.6,67.6,moderate,149,2,0.3,2026-03-29T21:12:38.028607
370028454,Maple Elementary School,NC,37002,72.7,62.9,71.6,81.9,68.5,moderate,150,2,7.4,2026-03-29T21:12:38.028607
160013446,Longfellow Elementary School,ID,16001,72.6,60.1,69.2,66.1,80.7,moderate,151,6,1.1,2026-03-29T21:12:38.028607
250014438,Elm Academy,MA,25001,72.6,63.9,81.3,70.2,58.1,moderate,152,6,3.2,2026-03-29T21:12:38.028607
530037343,Willow Academy,WA,53003,72.6,69.3,85.2,78.1,82.5,moderate,153,8,3.0,2026-03-29T21:12:38.028607
250022814,Madison Primary School,MA,25002,72.5,66.2,77.6,61.3,78.1,moderate,154,7,4.7,2026-03-29T21:12:38.028607
060044111,Eastside Academy,CA,06004,72.3,56.5,75.8,69.3,75.7,moderate,155,3,1.5,2026-03-29T21:12:38.028607
360021174,Grant Elementary,NY,36002,72.3,66.4,79.3,73.9,65.4,moderate,156,3,-4.3,2026-03-29T21:12:38.028607
410048338,Discovery Academy,OR,41004,72.3,80.1,64.7,68.4,86.0,moderate,157,6,-0.0,2026-03-29T21:12:38.028607
100023095,Meadow Junior High School,DE,10002,72.0,66.4,49.2,86.3,61.4,moderate,158,1,-5.9,2026-03-29T21:12:38.028607
320043535,Twain Preparatory School,NV,32004,71.9,88.7,63.4,72.0,73.3,moderate,159,4,0.8,2026-03-29T21:12:38.028607
390049151,Wilson Preparatory School,OH,39004,71.8,73.8,70.2,67.8,63.4,moderate,160,4,3.0,2026-03-29T21:12:38.028607
540024854,Autumn Primary School,WV,54002,71.8,74.1,68.1,88.3,74.6,moderate,161,2,-0.0,2026-03-29T21:12:38.028607
270033967,Lakeview Elementary,MN,27003,71.7,88.4,83.3,74.1,57.4,moderate,162,7,-1.4,2026-03-29T21:12:38.028607
300036603,Discovery Preparatory School,MT,30003,71.7,69.4,81.8,66.6,76.3,moderate,163,2,-4.3,2026-03-29T21:12:38.028607
020019653,Greenfield Elementary School,AK,02001,71.6,64.0,93.1,76.9,63.6,moderate,164,3,9.7,2026-03-29T21:12:38.028607
100014485,Greenfield Elementary School,DE,10001,71.6,63.2,73.9,68.8,68.1,moderate,165,2,0.3,2026-03-29T21:12:38.028607
340043923,Jackson Elementary School,NJ,34004,71.6,76.4,76.5,77.5,56.2,moderate,166,7,3.4,2026-03-29T21:12:38.028607
170018752,Valley High School,IL,17001,71.5,77.4,75.3,66.7,75.9,moderate,167,5,2.7,2026-03-29T21:12:38.028607
390049604,Monroe High School,OH,39004,71.5,69.4,52.1,82.3,56.9,moderate,168,5,3.2,2026-03-29T21:12:38.028607
260042645,Unity Charter School,MI,26004,71.4,73.7,86.5,81.3,95.0,moderate,169,4,0.0,2026-03-29T21:12:38.028607
530049584,Heritage Primary School,WA,53004,71.3,68.9,69.0,66.9,59.9,moderate,170,9,8.7,2026-03-29T21:12:38.028607
120031172,Washington Primary School,FL,12003,71.2,67.5,80.8,72.8,69.7,moderate,171,1,3.1,2026-03-29T21:12:38.028607
350016494,Longfellow Elementary,NM,35001,71.2,80.4,63.7,71.4,56.9,moderate,172,5,-2.4,2026-03-29T21:12:38.028607
410032970,Excellence Preparatory School,OR,41003,71.2,64.3,42.8,53.4,87.7,moderate,173,7,-4.2,2026-03-29T21:12:38.028607
500027703,Adams Preparatory School,VT,50002,71.1,75.3,56.6,63.5,76.6,moderate,174,6,-0.8,2026-03-29T21:12:38.028607
100021639,Spring Primary School,DE,10002,71.0,52.1,72.2,59.1,63.3,moderate,175,3,-0.2,2026-03-29T21:12:38.028607
250019946,Grant Magnet School,MA,25001,70.9,83.6,82.7,85.4,68.8,moderate,176,8,-4.6,2026-03-29T21:12:38.028607
550039078,Edison High School,WI,55003,70.9,61.1,81.2,68.9,70.1,moderate,177,3,-1.6,2026-03-29T21:12:38.028607
020026228,Hawthorne Elementary,AK,02002,70.6,79.0,59.0,65.4,66.3,moderate,178,4,-4.3,2026-03-29T21:12:38.028607
190022435,Wilson Elementary,IA,19002,70.6,80.8,75.5,74.8,54.7,moderate,179,6,1.6,2026-03-29T21:12:38.028607
340026789,Sunrise Elementary School,NJ,34002,70.6,73.7,52.6,64.3,69.3,moderate,180,8,-1.1,2026-03-29T21:12:38.028607
460018759,Central Charter School,SD,46001,70.6,70.3,86.0,68.1,75.8,moderate,181,3,1.9,2026-03-29T21:12:38.028607
320032607,Autumn Preparatory School,NV,32003,70.5,83.6,69.5,80.9,72.7,moderate,182,5,3.5,2026-03-29T21:12:38.028607
100036641,Innovation Charter School,DE,10003,70.4,77.4,73.4,55.7,61.2,moderate,183,4,-3.7,2026-03-29T21:12:38.028607
330016811,Madison Elementary,NH,33001,70.4,91.4,57.6,69.7,72.5,moderate,184,7,2.3,2026-03-29T21:12:38.028607
320028056,Southfield Academy,NV,32002,70.3,59.8,78.1,65.5,79.7,moderate,185,6,-1.0,2026-03-29T21:12:38.028607
510041294,Jefferson Academy,VA,51004,70.3,54.8,57.8,80.2,87.3,moderate,186,7,4.5,2026-03-29T21:12:38.028607
010036246,Greenfield Academy,AL,01003,70.2,71.5,55.4,64.0,68.7,moderate,187,2,2.8,2026-03-29T21:12:38.028607
150026062,Liberty Primary School,HI,15002,70.1,65.8,46.3,63.4,75.3,moderate,188,3,2.7,2026-03-29T21:12:38.028607
260019836,Franklin Academy,MI,26001,70.1,74.7,72.2,70.3,89.0,moderate,189,5,-0.2,2026-03-29T21:12:38.028607
190015842,Elm Preparatory School,IA,19001,70.0,79.7,65.3,79.5,74.7,moderate,190,7,-3.4,2026-03-29T21:12:38.028607
400023487,Wilson Elementary,OK,40002,70.0,78.5,54.5,73.4,68.7,moderate,191,1,2.3,2026-03-29T21:12:38.028607
390024282,Innovation Junior High School,OH,39002,69.9,77.2,71.6,70.0,75.1,moderate,192,6,3.0,2026-03-29T21:12:38.028607
470038578,Sunset Magnet School,TN,47003,69.8,56.3,66.7,70.6,67.0,moderate,193,2,0.3,2026-03-29T21:12:38.028607
560023205,Jackson Junior High School,WY,56002,69.8,69.5,55.9,81.7,74.7,moderate,194,4,-5.8,2026-03-29T21:12:38.028607
020036706,Elm Middle School,AK,02003,69.5,70.8,82.4,80.8,81.4,moderate,195,5,-2.5,2026-03-29T21:12:38.028607
090019393,Twain Primary School,CT,09001,69.5,67.0,61.8,46.8,73.9,moderate,196,5,4.8,2026-03-29T21:12:38.028607
080019021,Achievement Middle School,CO,08001,69.4,70.9,67.2,71.5,62.7,moderate,197,3,7.1,2026-03-29T21:12:38.028607
250027400,Roosevelt Primary School,MA,25002,69.3,71.9,65.8,69.5,65.8,moderate,198,9,-4.0,2026-03-29T21:12:38.028607
340012789,Sunset Charter School,NJ,34001,69.2,77.5,67.6,49.7,70.1,moderate,199,9,0.8,2026-03-29T21:12:38.028607
460021387,Cedar Elementary,SD,46002,69.2,76.2,65.9,81.5,66.6,moderate,200,4,1.0,2026-03-29T21:12:38.028607
270039004,Roosevelt Primary School,MN,27003,69.1,81.4,73.5,80.5,70.4,moderate,201,8,-1.6,2026-03-29T21:12:38.028607
500019350,Fairview High School,VT,50001,69.1,53.3,80.9,71.6,73.6,moderate,202,7,-1.7,2026-03-29T21:12:38.028607
020016666,Franklin Middle School,AK,02001,69.0,67.2,56.3,58.2,63.5,moderate,203,6,1.2,2026-03-29T21:12:38.028607
490026757,Lincoln Magnet School,UT,49002,69.0,81.1,54.8,71.3,61.9,moderate,204,2,-10.0,2026-03-29T21:12:38.028607
