nces_id,name,city,state,county_fips,county_name,school_type,grade_range,enrollment,title_i,latitude,longitude
040035942,Wilson Primary School,Lexington,AZ,04003,Hamilton County,Regular,PK-5,2207,No,34.58481,-111.11177
040036916,Brookside Magnet School,Fairview,AZ,04003,Hamilton County,Regular,6-8,1704,No,34.35535,-110.87933
040049300,Hawthorne Primary School,Richmond,AZ,04004,Greene County,Charter,9-12,1821,No,35.25359,-110.56464
040049788,Westside Charter School,Kingston,AZ,04004,Greene County,Regular,K-5,390,No,35.25171,-110.17612
040043877,Adams Elementary School,Oxford,AZ,04004,Greene County,Charter,9-12,682,Yes,34.9308,-110.04229
040042934,Innovation Elementary School,Burlington,AZ,04004,Greene County,Regular,9-12,1878,No,35.14681,-110.45633
040042685,Autumn Junior High School,Newport,AZ,04004,Greene County,Regular,PK-5,592,No,35.27697,-110.61256
050017870,Edison Magnet School,Georgetown,AR,05001,Union County,Regular,K-8,1824,No,34.65725,-91.81737
050012129,Spring Elementary,Vernon,AR,05001,Union County,Regular,PK-5,1276,No,34.69088,-91.53225
050019083,Innovation Academy,Plymouth,AR,05001,Union County,Regular,PK-5,2358,No,34.58484,-91.30466
050017164,Centennial Preparatory School,Bristol,AR,05001,Union County,Regular,K-5,960,No,34.74639,-91.28739
050012391,Valley Middle School,Hartford,AR,05001,Union County,Regular,6-8,666,No,34.5394,-91.52341
050026211,Cedar Preparatory School,Georgetown,AR,05002,Warren County,Regular,PK-5,425,No,33.85637,-93.01531
050028404,Twain Elementary,Arlington,AR,05002,Warren County,Charter,K-12,611,Yes,33.86927,-93.06577
050029412,Franklin Preparatory School,Arlington,AR,05002,Warren County,Charter,9-12,832,Yes,34.34596,-92.96464
050024641,Madison Academy,Troy,AR,05002,Warren County,Charter,PK-5,1760,No,34.18647,-92.91486
050023110,Martin Luther King Jr. Magnet School,Bristol,AR,05002,Warren County,Magnet,6-8,294,No,33.80508,-92.92292
050038307,Spring High School,Franklin,AR,05003,Clark County,Regular,6-8,1126,No,35.08273,-90.82983
050039907,Achievement Elementary School,Dayton,AR,05003,Clark County,Charter,9-12,1590,No,35.11011,-91.06869
050035602,Franklin Elementary,Hartford,AR,05003,Clark County,Regular,K-12,1584,No,35.36779,-91.29942
050037363,Northview High School,Clinton,AR,05003,Clark County,Regular,9-12,1088,No,35.26713,-90.94092
050039064,Sunrise Preparatory School,Clinton,AR,05003,Clark County,Regular,K-5,2128,Yes,34.83755,-91.21993
050046301,Franklin Elementary School,Fairview,AR,05004,Montgomery County,Regular,PK-5,700,Yes,35.41899,-92.4866
050048157,Achievement Elementary,Manchester,AR,05004,Montgomery County,Regular,9-12,1419,No,35.33541,-92.66581
050041029,Liberty Junior High School,Dayton,AR,05004,Montgomery County,Regular,9-12,252,No,35.27253,-92.45038
050046234,Monroe Middle School,Troy,AR,05004,Montgomery County,Regular,K-12,1495,No,34.91794,-92.87719
050043725,Spring Charter School,Glen Cove,AR,05004,Montgomery County,Charter,6-8,1671,No,35.23871,-92.94214
060016221,Whitman Middle School,Greenville,CA,06001,Adams County,Charter,PK-5,1520,No,37.16216,-119.33816
060018066,Fairview High School,Lexington,CA,06001,Adams County,Magnet,K-5,1898,No,36.66153,-119.23604
060011813,Riverside Junior High School,Jamestown,CA,06001,Adams County,Regular,PK-5,2130,No,36.6621,-119.43241
060012342,Elm Middle School,Ashland,CA,06001,Adams County,Charter,PK-5,1748,No,36.92286,-119.03808
060015315,Edison Preparatory School,Kingston,CA,06001,Adams County,Regular,PK-5,372,No,37.08074,-119.03422
060029561,Oakwood Primary School,Newport,CA,06002,Carroll County,Regular,K-12,2064,No,36.25406,-119.69643
060028357,Hamilton High School,Madison,CA,06002,Carroll County,Magnet,K-12,909,No,35.99391,-119.69678
060022097,Martin Luther King Jr. Charter School,Jamestown,CA,06002,Carroll County,Charter,PK-5,1747,No,36.48227,-119.43199
060022641,Brookside Middle School,Kingston,CA,06002,Carroll County,Regular,6-8,533,No,36.48879,-119.21572
060027581,Jefferson Charter School,Weston,CA,06002,Carroll County,Regular,K-8,1477,No,35.99787,-119.45867
060032609,Central Academy,Fairview,CA,06003,Henry County,Magnet,K-12,1350,No,35.99082,-119.03058
060039462,Central Magnet School,Troy,CA,06003,Henry County,Regular,6-8,350,No,35.56577,-118.79736
060031944,Emerson Elementary School,Farmington,CA,06003,Henry County,Charter,6-8,327,No,35.94918,-119.05871
060038775,Valley Primary School,Chester,CA,06003,Henry County,Regular,K-12,1530,No,36.02899,-119.0679
060034688,Heritage Academy,Arlington,CA,06003,Henry County,Regular,K-12,1797,Yes,36.04518,-118.64282
060046004,Freedom Preparatory School,Easton,CA,06004,Marshall County,Charter,K-8,1662,No,37.3231,-118.66727
060047131,Sunset Junior High School,Lexington,CA,06004,Marshall County,Regular,K-8,1277,No,37.45835,-118.50916
060043456,Magnolia Academy,Weston,CA,06004,Marshall County,Regular,K-12,352,No,37.44402,-118.38975
060044111,Eastside Academy,Newport,CA,06004,Marshall County,Regular,9-12,2309,No,37.59162,-118.39508
060045237,Unity Primary School,Richmond,CA,06004,Marshall County,Regular,K-5,869,No,37.44036,-118.66485
080011879,Central Junior High School,Kingston,CO,08001,Lawrence County,Magnet,K-12,411,No,39.19716,-104.31571
080018496,Jackson Magnet School,Vernon,CO,08001,Lawrence County,Regular,K-5,858,Yes,38.95605,-104.23738
080019021,Achievement Middle School,Fairview,CO,08001,Lawrence County,Regular,6-8,1896,No,38.90554,-104.0368
080014122,Lincoln Elementary School,Manchester,CO,08001,Lawrence County,Regular,K-5,1139,No,39.07961,-104.40939
080019524,Highland Primary School,Burlington,CO,08001,Lawrence County,Regular,K-8,1896,No,38.86914,-104.07517
080024460,Unity Elementary School,Kingston,CO,08002,Morgan County,Magnet,PK-5,2186,No,38.073,-105.31643
080021323,Franklin Middle School,Easton,CO,08002,Morgan County,Regular,K-12,1939,No,38.07326,-105.59146
080023247,Oakwood Middle School,Hartford,CO,08002,Morgan County,Charter,K-5,602,No,38.06751,-105.67934
080021645,Sunset Elementary,York,CO,08002,Morgan County,Regular,K-12,970,No,38.19746,-105.74146
080022659,Autumn Preparatory School,Manchester,CO,08002,Morgan County,Regular,6-8,1066,No,38.5923,-105.56549
080032898,Kennedy Elementary School,Springfield,CO,08003,Perry County,Regular,9-12,686,No,38.4818,-104.57348
080035453,Pioneer Charter School,Oxford,CO,08003,Perry County,Regular,PK-5,2078,No,38.67391,-104.63205
080038178,Hamilton Junior High School,Dayton,CO,08003,Perry County,Regular,K-12,1588,Yes,38.80215,-104.58223
080031202,Freedom Primary School,Richmond,CO,08003,Perry County,Regular,9-12,1037,No,38.59606,-104.69726
080031894,Washington High School,Hartford,CO,08003,Perry County,Regular,6-8,2042,No,38.80625,-105.06528
080044850,Martin Luther King Jr. Elementary,Farmington,CO,08004,Pike County,Magnet,PK-5,1955,Yes,39.87975,-106.74886
080045990,Spring Primary School,Jamestown,CO,08004,Pike County,Regular,PK-5,967,No,39.93601,-106.79909
080048414,Adams Middle School,Richmond,CO,08004,Pike County,Charter,K-8,1028,Yes,39.57061,-106.51917
080047704,Kennedy Preparatory School,Lexington,CO,08004,Pike County,Magnet,K-5,922,No,39.43825,-106.50578
080043018,Innovation Elementary,Farmington,CO,08004,Pike County,Regular,K-12,2185,No,39.94411,-107.0145
090013845,Unity High School,Bristol,CT,09001,Shelby County,Regular,9-12,1706,No,42.44567,-74.0636
090019393,Twain Primary School,Vernon,CT,09001,Shelby County,Regular,K-8,1405,No,42.26373,-73.9199
090016281,Freedom Middle School,Richmond,CT,09001,Shelby County,Magnet,K-12,1562,No,42.49288,-73.7288
090012744,Lincoln Charter School,Fairview,CT,09001,Shelby County,Regular,K-5,337,Yes,42.26314,-73.84429
090016876,Horizon Elementary,Bristol,CT,09001,Shelby County,Regular,K-12,1038,No,42.28576,-73.82382
090021881,Washington Preparatory School,Madison,CT,09002,Sullivan County,Regular,K-12,1934,No,41.65299,-72.32622
090023906,Heritage Middle School,Clinton,CT,09002,Sullivan County,Regular,9-12,831,Yes,41.33242,-72.4919
090023518,Brookside Magnet School,Lexington,CT,09002,Sullivan County,Regular,K-8,328,No,41.40043,-72.40539
090027814,Sunrise Primary School,Dayton,CT,09002,Sullivan County,Regular,K-8,496,No,41.23882,-72.62099
090021144,Adams Magnet School,Farmington,CT,09002,Sullivan County,Magnet,K-8,1104,No,41.68144,-72.33947
090037143,Willow Primary School,Farmington,CT,09003,Wayne County,Charter,K-8,2113,Yes,41.37516,-71.32198
090034453,Pleasant Academy,Vernon,CT,09003,Wayne County,Magnet,K-12,1857,Yes,41.32065,-71.21565
090032433,Roosevelt Elementary School,Clinton,CT,09003,Wayne County,Magnet,K-8,1151,Yes,41.54228,-71.57631
090032036,Discovery Junior High School,Franklin,CT,09003,Wayne County,Regular,K-12,417,No,41.75413,-71.64922
090033561,Sunrise Academy,Fairview,CT,09003,Wayne County,Regular,K-12,1721,No,41.77338,-71.62645
090047456,Sunrise Primary School,Greenville,CT,09004,Lake County,Regular,K-8,1368,No,40.86688,-72.91087
090044183,Adams High School,Newport,CT,09004,Lake County,Regular,K-12,342,No,40.8047,-73.40911
090044842,Kennedy Preparatory School,Lexington,CT,09004,Lake County,Regular,9-12,405,No,40.60857,-73.18261
090046131,Emerson Academy,Oxford,CT,09004,Lake County,Regular,K-12,1906,No,40.92197,-73.37242
090042343,Pioneer Preparatory School,Vernon,CT,09004,Lake County,Regular,PK-5,693,No,40.57584,-72.9212
100014485,Greenfield Elementary School,Jamestown,DE,10001,Orange County,Regular,6-8,1187,No,37.91114,-74.75952
100016961,Willow Elementary School,Newport,DE,10001,Orange County,Regular,K-5,1098,No,37.97312,-74.76448
100011662,Edison Elementary,Georgetown,DE,10001,Orange County,Charter,K-5,377,No,37.74046,-74.82301
100016309,Kennedy Primary School,Manchester,DE,10001,Orange County,Magnet,6-8,1240,No,37.86598,-74.5066
100019460,Riverside Magnet School,Troy,DE,10001,Orange County,Charter,PK-5,1533,No,37.99439,-74.3164
100023578,Southfield Junior High School,Oxford,DE,10002,Lee County,Magnet,PK-5,604,No,38.40237,-75.28737
100023095,Meadow Junior High School,Clinton,DE,10002,Lee County,Regular,K-5,671,Yes,38.68808,-75.39738
100025644,Martin Luther King Jr. Academy,Farmington,DE,10002,Lee County,Regular,9-12,2050,No,38.25594,-74.98728
100026614,Brookside Elementary,Lexington,DE,10002,Lee County,Regular,PK-5,401,No,38.38053,-75.40617
100021639,Spring Primary School,Hartford,DE,10002,Lee County,Charter,9-12,601,Yes,38.44294,-75.4073
100031711,Liberty Primary School,Easton,DE,10003,Scott County,Charter,9-12,1059,No,38.19523,-75.80056
100039908,Oakwood Preparatory School,Madison,DE,10003,Scott County,Magnet,PK-5,142,Yes,38.06829,-75.9586
100035155,Whitman Primary School,Easton,DE,10003,Scott County,Magnet,K-5,1617,No,38.31658,-75.79083
100036641,Innovation Charter School,Plymouth,DE,10003,Scott County,Regular,K-12,685,Yes,38.17019,-75.76134
100031852,Monroe Charter School,Manchester,DE,10003,Scott County,Magnet,9-12,141,Yes,38.21545,-75.7463
100047564,Hillcrest Primary School,Ashland,DE,10004,Douglas County,Charter,K-5,355,No,39.23037,-76.70102
100041590,Southfield Academy,Manchester,DE,10004,Douglas County,Regular,6-8,121,No,38.89831,-76.79884
100045661,Unity Primary School,York,DE,10004,Douglas County,Regular,9-12,1545,No,39.42417,-76.7985
100049243,Hawthorne Magnet School,Bristol,DE,10004,Douglas County,Regular,9-12,2222,No,39.37187,-76.47651
100048517,Heritage Elementary,Weston,DE,10004,Douglas County,Regular,K-12,232,No,38.91596,-76.92387
120015314,Emerson Preparatory School,Greenville,FL,12001,Fulton County,Regular,6-8,1754,No,26.44602,-81.94716
120019175,Harmony Academy,Georgetown,FL,12001,Fulton County,Charter,K-5,1111,No,26.52447,-82.38434
120011108,Discovery Primary School,Franklin,FL,12001,Fulton County,Regular,9-12,2095,No,26.7728,-82.2106
120011887,Magnolia Charter School,Glen Cove,FL,12001,Fulton County,Regular,K-12,2334,Yes,26.70189,-82.26977
120017216,Valley Middle School,Burlington,FL,12001,Fulton County,Magnet,K-8,1601,No,26.51269,-82.34829
120026981,Centennial Charter School,Arlington,FL,12002,Hancock County,Regular,K-12,1966,No,28.76475,-81.79334
120023450,Elm Elementary School,Clinton,FL,12002,Hancock County,Charter,K-12,1846,No,28.50258,-81.84494
120022621,Liberty High School,Franklin,FL,12002,Hancock County,Regular,6-8,1002,No,28.70782,-82.00298
120026752,Central Junior High School,Madison,FL,12002,Hancock County,Charter,K-8,2325,No,29.00952,-82.21013
120023373,Central High School,Manchester,FL,12002,Hancock County,Regular,PK-5,1501,No,28.80066,-82.03792
120035444,Spring Elementary,Richmond,FL,12003,Knox County,Regular,PK-5,1607,No,26.60789,-81.27997
120032687,Kennedy Middle School,York,FL,12003,Knox County,Regular,PK-5,2058,Yes,26.37532,-81.15209
120035655,Cedar High School,Fairview,FL,12003,Knox County,Magnet,K-8,2277,No,26.37664,-80.99217
120039835,Hamilton Junior High School,Lexington,FL,12003,Knox County,Regular,K-8,1990,No,26.67358,-81.00658
120031172,Washington Primary School,Troy,FL,12003,Knox County,Magnet,K-12,678,No,26.53156,-81.06924
120041118,Sunset Magnet School,Madison,FL,12004,Logan County,Magnet,K-12,1806,No,27.45495,-83.38584
120045454,Hawthorne Primary School,Salem,FL,12004,Logan County,Regular,K-5,1221,No,27.3309,-83.44272
120043492,Franklin Primary School,Springfield,FL,12004,Logan County,Regular,6-8,881,Yes,27.38737,-83.40878
120047084,Pine Elementary School,Burlington,FL,12004,Logan County,Charter,PK-5,448,No,27.25172,-83.01841
120045078,Lakeview Elementary,Georgetown,FL,12004,Logan County,Regular,9-12,257,No,27.4946,-83.0212
130019534,Adams Preparatory School,Glen Cove,GA,13001,Putnam County,Regular,K-12,1343,No,33.00036,-84.07335
130017484,Achievement Academy,Springfield,GA,13001,Putnam County,Regular,PK-5,292,No,33.19714,-84.0116
130011979,Northview High School,Oxford,GA,13001,Putnam County,Regular,9-12,2316,Yes,32.8596,-83.965
130011646,Birch Elementary,Jamestown,GA,13001,Putnam County,Regular,K-8,1327,No,32.89797,-83.99262
130013539,Cedar Preparatory School,Troy,GA,13001,Putnam County,Magnet,9-12,1198,No,33.05655,-83.63905
130022037,Pleasant Primary School,Troy,GA,13002,Russell County,Regular,9-12,1707,No,32.30924,-84.91867
130023126,Hamilton Elementary School,Madison,GA,13002,Russell County,Magnet,K-12,558,No,32.10977,-85.19811
130022161,Washington Academy,Manchester,GA,13002,Russell County,Charter,K-8,2132,Yes,32.27564,-84.83385
130029667,Jefferson Middle School,Troy,GA,13002,Russell County,Regular,PK-5,1364,Yes,32.56156,-84.64085
130023931,Sunset Primary School,Easton,GA,13002,Russell County,Regular,6-8,552,No,32.3995,-84.79567
130038258,Brookside Magnet School,Weston,GA,13003,Randolph County,Magnet,K-12,1410,No,32.75421,-82.09989
130035162,Southfield Elementary,Farmington,GA,13003,Randolph County,Regular,9-12,1746,Yes,32.68309,-81.75753
130031355,Innovation Preparatory School,York,GA,13003,Randolph County,Regular,K-5,2387,No,32.30387,-82.07108
130034562,Unity Middle School,Plymouth,GA,13003,Randolph County,Charter,K-12,1449,No,32.35104,-81.85188
130031916,Greenfield Magnet School,Chester,GA,13003,Randolph County,Charter,K-5,1898,No,32.80545,-82.27498
130043450,Westside Primary School,Oxford,GA,13004,Crawford County,Magnet,6-8,1024,No,32.87881,-82.04025
130046507,Martin Luther King Jr. Elementary,Kingston,GA,13004,Crawford County,Regular,6-8,321,No,33.00603,-82.24008
130049589,Emerson Academy,Greenville,GA,13004,Crawford County,Regular,PK-5,1210,No,33.04255,-81.92472
130045994,Monroe Magnet School,Lexington,GA,13004,Crawford County,Regular,K-5,1931,No,33.11278,-81.92467
130043419,Central Preparatory School,Springfield,GA,13004,Crawford County,Regular,K-8,1526,Yes,33.03157,-82.19649
150013315,Liberty Elementary School,Dayton,HI,15001,Fayette County,Charter,K-5,2277,Yes,20.28067,-156.46293
150016901,Central Middle School,Springfield,HI,15001,Fayette County,Regular,K-12,1318,No,20.2661,-156.27058
150011352,Jefferson Academy,York,HI,15001,Fayette County,Regular,K-5,2288,No,20.32754,-156.26296
150012015,Ridgewood Preparatory School,Weston,HI,15001,Fayette County,Regular,K-5,1705,Yes,20.69388,-155.92953
150014726,Oakwood Academy,Kingston,HI,15001,Fayette County,Magnet,K-8,745,No,20.70972,-155.95316
150026062,Liberty Primary School,York,HI,15002,Delaware County,Charter,K-5,673,No,20.47461,-155.91173
150023384,Unity Elementary School,Richmond,HI,15002,Delaware County,Regular,K-12,1425,No,20.45392,-156.31519
150024783,Highland Academy,Georgetown,HI,15002,Delaware County,Charter,K-5,226,No,19.92489,-156.0293
150023683,Grant Academy,Franklin,HI,15002,Delaware County,Regular,K-5,1793,Yes,20.43246,-155.92708
150026323,Central Elementary,Weston,HI,15002,Delaware County,Magnet,K-12,1130,No,20.12012,-156.4721
150031630,Magnolia Middle School,Farmington,HI,15003,Harrison County,Magnet,9-12,1991,Yes,19.98787,-156.61147
150038201,Riverside Preparatory School,Richmond,HI,15003,Harrison County,Charter,PK-5,1291,No,19.56109,-156.58225
150039952,Madison Charter School,Easton,HI,15003,Harrison County,Regular,K-12,1444,No,19.47615,-156.48669
150033024,Martin Luther King Jr. Middle School,Oxford,HI,15003,Harrison County,Charter,K-12,1960,No,19.51238,-156.33453
150033459,Monroe High School,Clinton,HI,15003,Harrison County,Regular,6-8,330,No,19.64604,-156.3208
150048514,Birch Elementary,Jamestown,HI,15004,Howard County,Magnet,6-8,143,No,18.76683,-154.19068
150044401,Franklin High School,Fairview,HI,15004,Howard County,Charter,K-12,345,No,18.64613,-154.0317
150045659,Hillcrest Junior High School,Kingston,HI,15004,Howard County,Regular,PK-5,846,No,19.0737,-154.32789
150042063,Hawthorne Elementary,Fairview,HI,15004,Howard County,Regular,K-5,619,No,18.82163,-154.29575
150045705,Maple Junior High School,Vernon,HI,15004,Howard County,Regular,K-8,1416,No,18.93933,-153.94699
160014812,Freedom Preparatory School,Madison,ID,16001,Johnson County,Regular,PK-5,126,Yes,43.70739,-113.46632
160011185,Ridgewood Academy,Oxford,ID,16001,Johnson County,Charter,9-12,1273,No,44.16712,-113.65694
160011477,Pioneer High School,Madison,ID,16001,Johnson County,Regular,6-8,1473,No,44.24637,-113.55414
160017782,Brookside Elementary School,Troy,ID,16001,Johnson County,Charter,9-12,2254,No,44.03197,-113.43468
160013446,Longfellow Elementary School,Burlington,ID,16001,Johnson County,Regular,9-12,1656,No,44.03559,-113.60786
160029143,Spring Academy,Chester,ID,16002,Mercer County,Regular,PK-5,1971,No,44.59788,-115.66211
160029192,Jackson Academy,Burlington,ID,16002,Mercer County,Charter,PK-5,2100,No,44.93352,-115.75752
160021067,Twain Elementary School,Newport,ID,16002,Mercer County,Regular,9-12,476,No,44.74833,-115.81582
160029720,Westside Elementary,Newport,ID,16002,Mercer County,Charter,PK-5,601,No,44.55779,-115.67932
160025641,Meadow Academy,Clinton,ID,16002,Mercer County,Regular,6-8,411,No,44.83616,-115.64026
160033932,Freedom Junior High School,Weston,ID,16003,Noble County,Charter,K-12,1946,No,44.38966,-113.04583
160038672,Kennedy Elementary,Ashland,ID,16003,Noble County,Regular,9-12,2026,No,44.34122,-113.40202
160038426,Birch Elementary School,Greenville,ID,16003,Noble County,Regular,K-5,2066,Yes,44.41306,-113.25955
160036339,Sunset Middle School,Salem,ID,16003,Noble County,Regular,9-12,1357,No,44.44269,-113.28823
160038132,Meadow Magnet School,Jamestown,ID,16003,Noble County,Charter,K-12,1087,No,44.59977,-113.48956
160046046,Riverside Middle School,Lexington,ID,16004,Owen County,Regular,PK-5,565,No,43.86664,-115.63551
160043444,Cedar Primary School,Ashland,ID,16004,Owen County,Regular,K-8,1717,No,43.7876,-115.61359
160046640,Martin Luther King Jr. Junior High School,Springfield,ID,16004,Owen County,Regular,PK-5,2210,No,44.17878,-115.511
160045623,Central Elementary School,Georgetown,ID,16004,Owen County,Magnet,6-8,1888,No,44.04533,-115.59544
160046902,Pioneer Charter School,Fairview,ID,16004,Owen County,Regular,PK-5,1301,No,43.75077,-115.97945
170017813,Central Elementary,Weston,IL,17001,Ripley County,Magnet,6-8,1863,No,39.73164,-90.31303
170019220,Longfellow Charter School,York,IL,17001,Ripley County,Regular,6-8,2357,No,39.47908,-90.54478
170015578,Pine Primary School,Greenville,IL,17001,Ripley County,Regular,K-12,2263,Yes,39.60614,-90.1891
170011176,Elm Elementary,Hartford,IL,17001,Ripley County,Regular,K-8,2041,No,39.71161,-89.99115
170018752,Valley High School,Kingston,IL,17001,Ripley County,Magnet,K-8,331,No,39.94434,-90.19291
170025209,Washington Middle School,Lexington,IL,17002,Spencer County,Regular,K-5,835,No,40.89089,-90.38544
170023376,Highland High School,Troy,IL,17002,Spencer County,Regular,6-8,2151,No,40.95762,-90.46453
170023745,Pine Charter School,Glen Cove,IL,17002,Spencer County,Regular,9-12,1354,No,40.94309,-90.15584
170028353,Lakeview Magnet School,Hartford,IL,17002,Spencer County,Charter,6-8,288,Yes,41.04603,-90.22485
170027408,Pine Academy,Plymouth,IL,17002,Spencer County,Charter,K-8,918,No,40.90203,-90.01137
170036759,Edison Preparatory School,Arlington,IL,17003,Stark County,Regular,9-12,910,Yes,40.87042,-88.44804
170034027,Autumn Middle School,Oxford,IL,17003,Stark County,Magnet,PK-5,874,No,41.03294,-88.10691
170033653,Innovation Middle School,Arlington,IL,17003,Stark County,Regular,K-8,375,No,41.08935,-87.90562
170032776,Jackson Primary School,Richmond,IL,17003,Stark County,Regular,6-8,1886,No,41.22458,-88.43945
170033438,Fairview Elementary School,York,IL,17003,Stark County,Charter,6-8,274,No,41.01606,-88.08317
170042148,Sunrise Academy,Springfield,IL,17004,Taylor County,Regular,K-8,1694,No,40.66672,-88.84042
